company,country,genre,name,rating,runtime,score,votes,year
Universal Pictures,Australia,Comedy,"Babe, el puerquito valiente",G,91,6.8,100541,1995
Lightstorm Entertainment,USA,Action,Strange Days,R,145,7.2,57697,1995
Morgan Creek Productions,USA,Adventure,Ace Ventura: When Nature Calls,PG-13,90,6.3,172305,1995
Miramax,USA,Comedy,Four Rooms,R,98,6.7,83723,1995
Canal+,France,Crime,La Haine,NOT RATED,98,8.1,115435,1995
Hollywood Pictures,USA,Comedy,While You Were Sleeping,PG,103,6.7,76882,1995
TriStar Pictures,Japan,Action,Rápida y mortal,R,107,6.4,73223,1995
Universal Pictures,USA,Adventure,Major Payne,PG-13,100,6.2,24344,1995
Hollywood Pictures,USA,Action,Judge Dredd,R,96,5.5,95091,1995
Walt Disney Pictures,USA,Animation,A Goofy Movie,G,78,6.8,36877,1995
Universal Pictures,USA,Horror,Village of the Damned,R,99,5.6,23569,1995
Broadway Pictures,USA,Adventure,Tommy Boy,PG-13,97,7.1,66163,1995
Warner Bros.,USA,Drama,A Little Princess,G,97,7.7,26945,1995
Paramount Pictures,USA,Comedy,The Brady Bunch Movie,PG-13,90,5.9,18224,1995
Havoc,UK,Crime,Dead Man Walking,R,122,7.6,77349,1995
Lancaster Gate,USA,Comedy,Grumpier Old Men,PG-13,101,6.6,20718,1995
Universal Pictures,USA,Comedy,"To Wong Foo Thanks for Everything, Julie Newmar",PG-13,109,6.4,22962,1995
New Line Cinema,USA,Comedy,Now and Then,PG-13,100,6.8,22719,1995
Dualstar Productions,USA,Comedy,It Takes Two,PG,101,5.8,16200,1995
Regency Enterprises,USA,Drama,Copycat,R,123,6.6,45066,1995
Castle Rock Entertainment,USA,Crime,Dolores Claiborne,R,132,7.4,30927,1995
Twentieth Century Fox Film Corporation,USA,Action,Mighty Morphin Power Rangers: The Movie,PG,95,5.1,21647,1995
Warner Bros.,USA,Action,Outbreak,R,127,6.6,95549,1995
Pandora Filmproduktion,USA,Drama,Dead Man,R,121,7.7,77407,1995
Hollywood Pictures,USA,Action,Crimson Tide,R,116,7.3,86579,1995
Warner Bros.,USA,Drama,The Bridges of Madison County,PG-13,135,7.6,58975,1995
Hollywood Pictures,USA,Biography,Dangerous Minds,R,99,6.4,40880,1995
Columbia Pictures Corporation,USA,Comedy,To Die For,R,106,6.8,36974,1995
Trimark Pictures,USA,Comedy,Kicking and Screaming,R,96,7,7594,1995
Gramercy Pictures (I),USA,Comedy,Mallrats,R,94,7.2,103484,1995
Halloween VI Productions,USA,Horror,Halloween: The Curse of Michael Myers,R,87,5,22890,1995
Warner Bros.,USA,Action,Under Siege 2: Dark Territory,R,100,5.4,38220,1995
TriStar Pictures,Canada,Action,Johnny Mnemonic,R,100,5.6,58885,1995
Columbia Pictures Corporation,USA,Crime,Higher Learning,R,127,6.5,15576,1995
Twentieth Century Fox Film Corporation,USA,Drama,A Walk in the Clouds,PG-13,102,6.7,26520,1995
Sweetland Films,USA,Comedy,Mighty Aphrodite,R,95,7.1,33697,1995
Warner Bros.,France,Action,Assassins,R,132,6.3,67317,1995
Constellation Entertainment,Germany,Comedy,Sabrina,PG,127,6.3,31451,1995
United Artists,USA,Adventure,Rob Roy,R,139,6.9,36234,1995
Columbia Pictures Corporation,USA,Action,First Knight,PG-13,134,5.9,59052,1995
Gaumont,France,Comedy,Drácula: Muerto pero feliz,PG-13,88,5.8,32629,1995
Beckner/Gorman Productions,USA,Action,Cutthroat Island,PG-13,124,5.6,22527,1995
Tales From The Crypt Holdings,USA,Action,Tales from the Crypt: Demon Knight,R,92,6.7,17728,1995
Columbia Pictures Corporation,USA,Action,The Net,PG-13,114,5.9,51864,1995
Caravan Pictures,USA,Action,Dead Presidents,R,119,6.8,16395,1995
Polygram Filmed Entertainment,UK,Comedy,French Kiss,PG-13,111,6.6,40933,1995
Columbia Pictures Corporation,USA,Drama,The Indian in the Cupboard,PG,96,5.9,22044,1995
Hollywood Pictures,USA,Drama,Mr. Holland's Opus,PG,143,7.3,31602,1995
Allied Stars Ltd.,USA,Drama,The Scarlet Letter,R,135,5.2,12706,1995
Eddie Murphy Productions,USA,Comedy,Vampire in Brooklyn,R,100,4.5,18359,1995
Amblimation,USA,Animation,Balto,G,100,7.1,32984,1995
Tapestry Films,USA,Adventure,A Kid in King Arthur's Court,PG,89,4.8,4897,1995
First Look International,USA,Action,The Prophecy,R,98,6.6,25657,1995
Sandollar Productions,USA,Comedy,Father of the Bride Part II,PG,106,5.9,28658,1995
Alliance Communications Corporation,Canada,Drama,When Night Is Falling,R,94,6.7,5706,1995
Suburban Pictures,USA,Comedy,Welcome to the Dollhouse,R,88,7.4,28073,1995
United Artists,USA,Action,Wild Bill,R,98,5.9,5307,1995
Triumph Films,Canada,Sci-Fi,Asesinos cibernéticos,R,108,6.4,21565,1995
Beacon Communications,USA,Comedy,The Baby-Sitters Club,PG,94,5.7,4594,1995
FIT Productions,UK,Biography,Total Eclipse,R,111,6.6,11309,1995
Paramount Pictures,USA,Action,Virtuosity,R,106,5.6,24720,1995
Cinergi Pictures Entertainment,USA,Biography,Nixon,R,192,7.1,25426,1995
Paramount Pictures,USA,Crime,Jade,R,95,5.2,9815,1995
Caravan Pictures,USA,Comedy,The Big Green,PG,100,5.5,7500,1995
Seraphim Films,USA,Horror,Lord of Illusions,R,109,6,11887,1995
Golden Harvest Company,Hong Kong,Action,Rumble in the Bronx,R,104,6.7,32513,1995
American Playhouse Theatrical Films,UK,Drama,Safe,R,119,7.2,9448,1995
Warner Bros.,USA,Action,Just Cause,R,102,6.4,20952,1995
Universal Pictures,USA,Comedy,How to Make an American Quilt,PG-13,117,6.2,9152,1995
Columbia Pictures Corporation,USA,Comedy,The Last Supper,R,92,6.8,12713,1995
Castle Rock Entertainment,USA,Drama,Othello,R,123,6.9,7965,1995
Hawn / Sylbert Movie Company,USA,Comedy,Something to Talk About,R,106,5.7,11105,1995
Twentieth Century Fox Film Corporation,USA,Comedy,Waiting to Exhale,R,124,5.7,7977,1995
Distant Horizon,South Africa,Horror,El triturador,R,106,4,7031,1995
Warner Bros.,USA,Drama,Murder in the First,R,122,7.3,23058,1995
Alcor Films,France,Adventure,Free Willy 2: The Adventure Home,PG,95,4.9,13906,1995
Universal Pictures,USA,Action,Sudden Death,R,111,5.7,27472,1995
Twentieth Century Fox Film Corporation,USA,Comedy,Nine Months,PG-13,103,5.4,31410,1995
Universal Pictures,USA,Crime,Clockers,R,128,6.9,17650,1995
Canal+ España,Spain,Action,The Day of the Beast,R,103,7.5,13867,1995
Price Entertainment,Ireland,Drama,Círculo de amigos,PG-13,103,6.6,7310,1995
Walt Disney Pictures,USA,Action,Operation Dumbo Drop,PG,107,5,7352,1995
All Girl Productions,USA,Comedy,Man of the House,PG,96,5,7041,1995
Miramax,USA,Crime,Things to Do in Denver When You're Dead,R,115,6.8,23358,1995
Dog Eat Dog Films,USA,Comedy,Canadian Bacon,PG,91,5.9,14286,1995
American Playhouse,USA,Drama,My Family,R,128,7.3,3222,1995
Walt Disney Pictures,USA,Adventure,Tom and Huck,PG,97,5.6,8150,1995
Union Générale Cinématographique (UGC),USA,Action,The Doom Generation,R,83,6,12096,1995
JDI Productions,USA,Comedy,Living in Oblivion,R,90,7.6,13615,1995
Miramax,Germany,Comedy,Smoke,R,112,7.4,29466,1995
TriStar Pictures,USA,Crime,Devil in a Blue Dress,R,102,6.7,14406,1995
Miramax,USA,Drama,The Crossing Guard,R,111,6.3,11262,1995
Universal Pictures,Canada,Adventure,Gold Diggers: The Secret of Bear Mountain,PG,94,6,3561,1995
Columbia Pictures,USA,Action,Money Train,R,110,5.6,34091,1995
Alliance Communications Corporation,USA,Drama,Delta of Venus,R,99,4.5,1596,1995
Paramount Pictures,USA,Action,Nick of Time,R,90,6.3,34436,1995
Paramount Pictures,USA,Comedy,Home for the Holidays,PG-13,103,6.6,9567,1995
Twentieth Century Fox Film Corporation,USA,Action,Kiss of Death,R,101,5.9,14977,1995
Mayfair Entertainment International,UK,Drama,Richard III,R,110,7.5,12218,1995
40 Acres & A Mule Filmworks,USA,Crime,Tales from the Hood,R,98,6.2,5082,1995
Paramount Pictures,USA,Drama,Losing Isaiah,R,111,6.4,4713,1995
Alcor Films,USA,Comedy,Boys on the Side,R,115,6.4,10182,1995
Caravan Pictures,USA,Adventure,Tall Tale,PG,98,5.9,2814,1995
Savoy Pictures,USA,Drama,The Walking Dead,R,88,4.8,652,1995
Twentieth Century Fox Film Corporation,USA,Adventure,Bushwhacked,PG-13,90,5.5,4842,1995
Brothers McMullen Productions,USA,Comedy,The Brothers McMullen,R,98,6.6,6598,1995
Twentieth Century Fox Film Corporation,USA,Comedy,Bye Bye Love,PG-13,106,6.1,4239,1995
Warner Bros.,USA,Action,Fair Game,R,91,4.1,10655,1995
Carolco Pictures,USA,Adventure,Last of the Dogmen,PG,118,6.9,4209,1995
Playhouse International Pictures,UK,Drama,Angels and Insects,R,116,7,4083,1995
Universal Pictures,USA,Drama,The Cure,PG-13,97,7.7,8061,1995
Atlas Entertainment,UK,Comedy,Angus,PG-13,90,6.7,5736,1995
Sheen Productions,USA,Comedy,3 Ninjas Knuckle Up,PG-13,85,4.1,4527,1995
Available Light Productions,USA,Drama,Heavy,R,105,7,3835,1995
1992 Number Four Limited Partnership,Canada,Adventure,Senior Trip,R,91,5.6,4845,1995
Fine Line Features,USA,Comedy,The Incredibly True Adventure of Two Girls in Love,R,94,6.5,3759,1995
A Band Apart,France,Drama,White Man's Burden,R,89,5.2,4197,1995
Castle Rock Entertainment,USA,Comedy,Forget Paris,PG-13,101,6.4,9897,1995
Metro-Goldwyn-Mayer (MGM),USA,Drama,Fluke,PG,96,6.7,5577,1995
PolyGram Filmed Entertainment,USA,Horror,Candyman: Farewell to the Flesh,R,93,5.2,8119,1995
Avenue Pictures,USA,Biography,Restoration,R,117,6.7,7894,1995
Cantaloupe Production,USA,Comedy,Miami Rhapsody,PG-13,95,5.4,2821,1995
Miramax,UK,Comedy,The Englishman Who Went Up a Hill But Came Down a Mountain,PG,99,6.6,14381,1995
Fast Films,USA,Horror,The Addiction,UNRATED,82,6.4,7077,1995
France 3 Cinéma,France,Crime,La Cérémonie,NOT RATED,112,7.6,7614,1995
Miramax,USA,Comedy,Blue in the Face,R,83,6.7,8035,1995
Universal Pictures,USA,Action,The Hunted,R,100,5.9,3978,1995
Hollywood Pictures,USA,Comedy,Houseguest,PG,113,5.9,4716,1995
Sunshine,France,Drama,Beyond the Clouds,NOT RATED,112,6.5,4750,1995
TriStar Pictures,USA,Fantasy,Hideaway,R,106,5.3,5398,1995
Metro-Goldwyn-Mayer (MGM),Ireland,Animation,La piedra y el pingüino,G,74,5.6,3607,1995
TriStar Pictures,USA,Comedy,Jury Duty,PG-13,88,4.1,6575,1995
TriStar Pictures,USA,Crime,Never Talk to Strangers,R,86,5.1,5483,1995
CiBy 2000,Spain,Drama,The Flower of My Secret,R,103,7.1,8430,1995
British Screen Productions,France,Comedy,Jack & Sarah,PG,110,6.6,4448,1995
BIM Distribuzione,UK,Drama,Land and Freedom,NOT RATED,109,7.6,8477,1995
"Rank Organisation, The",UK,Comedy,Dr. Jekyll and Ms. Hyde,PG-13,100,4.4,2379,1995
Touchstone Pictures,USA,Drama,Mad Love,PG-13,93,5.3,5568,1995
Touchstone Pictures,USA,Biography,Jefferson in Paris,PG-13,139,5.7,2535,1995
Paradis Films,Greece,Drama,Ulysses' Gaze,UNRATED,176,7.6,4957,1995
Bergen,Netherlands,Comedy,Antonia's Line,R,102,7.5,7174,1995
Touchstone Pictures,USA,Crime,Bad Company,R,108,5.4,2411,1995
40 Acres & A Mule Filmworks,USA,Crime,New Jersey Drive,R,98,6.7,2341,1995
Hollywood Pictures,UK,Comedy,Funny Bones,R,128,7,3191,1995
British Broadcasting Corporation (BBC),UK,Comedy,An Awfully Big Adventure,R,112,6,2273,1995
Polygram Filmed Entertainment,UK,Comedy,Moonlight and Valentino,R,105,5.8,3086,1995
Party Productions,USA,Comedy,Party Girl,R,94,6.6,3784,1995
Castle Rock Entertainment,UK,Action,Beyond Rangoon,R,100,6.6,4306,1995
The Booking Office,USA,Comedy,Jeffrey,R,92,6.7,5075,1995
Lee Rich Productions,USA,Family,The Amazing Panda Adventure,PG,100,5.8,3344,1995
Gramercy Pictures (I),UK,Drama,Panther,R,100,6.4,1943,1995
Republic Pictures (II),USA,Comedy,Rumpelstiltskin,R,87,4.4,1935,1995
Populist Pictures,USA,Crime,The Underneath,R,99,6.2,2718,1995
Twentieth Century Fox Film Corporation,USA,Adventure,Far from Home: The Adventures of Yellow Dog,PG,81,6.4,2182,1995
PolyGram Filmed Entertainment,UK,Biography,Carrington,R,121,6.9,4621,1995
CiBy 2000,USA,Drama,Georgia,R,115,6.5,2530,1995
Warner Bros.,USA,Adventure,Born to Be Wild,PG,100,5.1,1191,1995
Rysher Entertainment,USA,Drama,Three Wishes,PG,115,6.2,2311,1995
Caravan Pictures,USA,Comedy,The Jerky Boys,R,100,4.6,2209,1995
"Samuel Goldwyn Company, The",USA,Comedy,The Perez Family,R,100,6.1,1847,1995
Live Entertainment,USA,Action,Top Dog,PG-13,86,4.1,2629,1995
Adelaide Motion Picture Company,Australia,Adventure,Napoleon,G,81,6.1,1353,1995
Miramax,USA,Drama,Two Bits,PG-13,85,6.3,2903,1995
Avrora Media,Russia,Horror,Mute Witness,R,95,6.8,4634,1995
Cecchi Gori Group Tiger Cinematografica,Italy,Drama,The Star Maker,R,113,7.4,4129,1995
Paramount Pictures,Germany,Comedy,Stuart Saves His Family,PG-13,100,5.3,2375,1995
Charles Matthau-Jerry Tokofsky-John Davis Productions,USA,Drama,The Grass Harp,PG,107,7.2,3093,1995
RAS,USA,Comedy,Gordy,G,100,3.9,1701,1995
Breakheart Films,USA,Biography,Killer: A Journal of Murder,R,91,6.4,1888,1995
Neue Deutsche Filmgesellschaft (NDF),USA,Drama,Flirt,R,85,6.3,1677,1995
Hachette Première,France,Adventure,The Horseman on the Roof,R,135,7.1,5076,1995
Rysher Entertainment,USA,Crime,Destiny Turns on the Radio,R,102,4.5,1959,1995
Hollywood Pictures,USA,Comedy,Roommates,PG,108,6.4,1509,1995
Castle Rock Entertainment,UK,Comedy,A Midwinter's Tale,R,99,7.3,2095,1995
Oxford Film Company,Canada,Adventure,Magic in the Water,PG,98,5.8,1681,1995
Iwerks Entertainment,France,Adventure,Wings of Courage,G,50,6.5,537,1995
Hollywood Pictures,USA,Comedy,Unstrung Heroes,PG,93,6.7,2788,1995
Anuline,UK,Comedy,A Month by the Lake,PG,92,6.4,1897,1995
Cinéa,France,Drama,A Single Girl,TV-MA,90,7.2,1272,1995
Ferdos Films,Iran,Drama,The White Balloon,UNRATED,85,7.8,5258,1995
Michael Ritchie Productions,USA,Musical,The Fantasticks,PG,86,5.8,1008,1995
Interscope Communications,USA,Drama,Separate Lives,R,102,5,596,1995
Warner Bros.,USA,Action,Twister,PG-13,113,6.3,152463,1996
Channel Four Films,UK,Drama,Trainspotting,R,94,8.2,530849,1996
PolyGram Filmed Entertainment,USA,Crime,Fargo,R,98,8.1,500735,1996
Dimension Films,USA,Horror,Scream,R,111,7.2,238628,1996
Dimension Films,USA,Action,From Dusk Till Dawn,R,108,7.3,236890,1996
Twentieth Century Fox Film Corporation,USA,Action,Independence Day,PG-13,145,7,461225,1996
Bazmark Films,USA,Drama,Romeo + Juliet,PG-13,120,6.8,180239,1996
TriStar Pictures,USA,Comedy,Matilda,PG,98,6.8,98249,1996
Universal Pictures,USA,Comedy,Happy Gilmore,PG-13,92,7,166846,1996
NDF International,USA,Crime,Kama Sutra: A Tale of Love,R,117,6,8807,1996
Astoria Films,USA,Crime,Sleepers,R,147,7.6,163662,1996
Miramax,USA,Drama,The English Patient,R,162,7.4,152610,1996
TriStar Pictures,USA,Comedy,Jerry Maguire,R,139,7.3,204244,1996
Columbia Pictures Corporation,USA,Drama,The Craft,R,101,6.3,62195,1996
Paramount Pictures,USA,Action,Mission: Impossible,PG-13,110,7.1,323291,1996
Paramount Pictures,USA,Crime,Primal Fear,R,129,7.7,144847,1996
Warner Bros. Family Entertainment,USA,Animation,Space Jam,PG,88,6.3,124368,1996
Hollywood Pictures,USA,Action,The Rock,R,136,7.4,274324,1996
Imagine Entertainment,USA,Drama,Fear,R,97,6.2,34037,1996
Regency Enterprises,USA,Crime,A Time to Kill,R,149,7.4,108790,1996
Tim Burton Productions,USA,Comedy,Mars Attacks!,PG-13,106,6.3,183327,1996
Dimension Films,USA,Horror,Hellraiser: Bloodline,R,85,5.1,15579,1996
Columbia Pictures Corporation,USA,Biography,The People vs. Larry Flynt,R,129,7.3,76047,1996
United Artists,USA,Comedy,The Birdcage,R,117,7,66577,1996
New Line Cinema,USA,Horror,The Island of Dr. Moreau,PG-13,96,4.4,27551,1996
Walt Disney Feature Animation,USA,Animation,The Hunchback of Notre Dame,G,91,6.9,113772,1996
Twentieth Century Fox Film Corporation,USA,Drama,The Crucible,PG-13,124,6.8,30726,1996
Clavius Base,USA,Comedy,That Thing You Do!,PG,108,6.9,53448,1996
Miramax,USA,Drama,Sling Blade,R,135,8,76760,1996
Digital Image Associates,USA,Action,First Contact,PG-13,111,7.6,103044,1996
Alliance Communications Corporation,Canada,Drama,Crash: Extraños placeres,NC-17,100,6.4,44693,1996
Warner Bros.,USA,Action,Executive Decision,R,133,6.4,43393,1996
Regency Enterprises,USA,Comedy,Tin Cup,R,135,6.3,40040,1996
Columbia Pictures Corporation,USA,Comedy,Bottle Rocket,R,91,7.1,58644,1996
Motion Picture Corporation of America (MPCA),USA,Comedy,Bio-Dome,PG-13,88,4.4,22728,1996
Walt Disney Pictures,USA,Adventure,101 Dalmatians,G,103,5.7,81872,1996
Island Pictures,USA,Comedy,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,R,89,6.6,40789,1996
Rysher Entertainment,USA,Comedy,Kingpin,PG-13,113,6.9,67115,1996
Walt Disney Pictures,UK,Animation,James and the Giant Peach,PG,79,6.7,52633,1996
Dino De Laurentiis Company,USA,Crime,Bound,R,108,7.4,43599,1996
Castle Rock Entertainment,USA,Comedy,Striptease,R,115,4.3,36876,1996
Paramount Pictures,USA,Comedy,The First Wives Club,PG,103,6.2,34686,1996
Paramount Pictures,USA,Fantasy,Thinner,R,93,5.7,22170,1996
Universal Pictures,USA,Action,DragonHeart,PG-13,103,6.4,82032,1996
Imagine Entertainment,USA,Comedy,The Nutty Professor,PG-13,95,5.6,92803,1996
Kasander & Wigman Productions,Netherlands,Drama,El libro de cabecera,NOT RATED,126,6.7,11067,1996
Doug Liman Productions,USA,Comedy,Swingers,R,96,7.3,67289,1996
Columbia Pictures Corporation,USA,Comedy,The Cable Guy,PG-13,96,6.1,130570,1996
Castle Rock Entertainment,UK,Drama,Hamlet,PG-13,242,7.8,32078,1996
Universal Pictures,New Zealand,Comedy,Muertos de miedo,R,110,7.1,71729,1996
Fiction Films,Italy,Drama,Stealing Beauty,R,118,6.6,21747,1996
Miramax,UK,Comedy,Emma,PG,120,6.7,29972,1996
Miramax,USA,Comedy,Beautiful Girls,R,112,7.2,27842,1996
Paramount Pictures,USA,Action,Escape from L.A.,R,101,5.7,58556,1996
Forge,USA,Action,The Long Kiss Goodnight,R,121,6.7,63699,1996
Argus Film Produktie,Denmark,Drama,Contra viento y marea,R,159,7.9,52366,1996
Turner Pictures (I),USA,Comedy,Michael,PG,105,5.7,36410,1996
American Zoetrope,USA,Comedy,Jack,PG-13,113,5.8,49346,1996
Kopelson Entertainment,USA,Action,Eraser,R,115,6.1,90008,1996
Rysher Entertainment,USA,Comedy,2 Days in the Valley,R,104,6.5,16403,1996
Twentieth Century Fox Film Corporation,USA,Action,Broken Arrow,R,108,6,81083,1996
Columbia Pictures Corporation,USA,Comedy,Multiplicity,PG-13,117,6,26196,1996
New Line Cinema,USA,Action,Set It Off,R,123,6.8,11203,1996
Live Entertainment,USA,Sci-Fi,The Arrival,PG-13,115,6.3,27641,1996
Constellation Entertainment,Germany,Adventure,Garras,R,110,6.8,49044,1996
Rysher Entertainment,USA,Drama,Big Night,R,109,7.3,13983,1996
Walt Disney Pictures,USA,Action,D3: The Mighty Ducks,PG,104,5.3,20543,1996
1492 Pictures,USA,Comedy,Jingle All the Way,PG,89,5.5,74318,1996
Twentieth Century Fox Film Corporation,USA,Comedy,Down Periscope,PG-13,92,6,18045,1996
Balboa Entertainment,Denmark,Crime,Pusher,NOT RATED,105,7.4,28650,1996
Touchstone Pictures,USA,Action,Ransom,R,121,6.6,104513,1996
Hollywood Pictures,USA,Biography,Evita,PG,135,6.3,30484,1996
Lone Wolf,USA,Action,Last Man Standing,R,101,6.4,47034,1996
Touchstone Pictures,USA,Drama,Phenomenon,PG,123,6.4,66920,1996
Scott Rudin Productions,USA,Drama,Marvin's Room,PG-13,98,6.7,21695,1996
Fox 2000 Pictures,USA,Comedy,One Fine Day,PG,108,6.5,38106,1996
Davis Entertainment,USA,Action,Courage Under Fire,R,116,6.6,43118,1996
Miramax,USA,Comedy,Everyone Says I Love You,R,101,6.8,31731,1996
Green Parrot,USA,Crime,Hard Eight,R,102,7.3,31261,1996
Australian Film Finance Corporation (AFFC),Australia,Biography,Claroscuro,PG-13,105,7.7,45511,1996
Davis Entertainment,USA,Action,Daylight,PG-13,114,5.8,56630,1996
Paramount Pictures,USA,Action,The Phantom,PG,100,4.9,28886,1996
Eleventh Street Production,USA,Biography,Basquiat,R,108,6.9,16846,1996
Good Machine,USA,Comedy,She's the One,R,96,6,14689,1996
Polygram Filmed Entertainment,USA,Action,Barb Wire,R,98,3.2,21707,1996
"Kushner-Locke Company, The",USA,Comedy,Freeway,R,104,6.9,23194,1996
Hollywood Pictures,USA,Comedy,Spy Hard,PG-13,81,5.3,31561,1996
Amblin Entertainment,USA,Drama,The Trigger Effect,R,94,5.7,5195,1996
MDP Worldwide,USA,Action,The Quest,PG-13,95,5.5,20369,1996
TriStar Pictures,USA,Action,The Fan,R,116,5.8,40765,1996
Universal City Studios,USA,Comedy,Bordello of Blood,R,87,5.3,11251,1996
Castle Rock Entertainment,USA,Comedy,Waiting for Guffman,R,84,7.6,23604,1996
Columbia Pictures Corporation,USA,Adventure,Fly Away Home,PG,107,6.8,20777,1996
Warner Bros.,UK,Biography,Michael Collins,R,133,7.1,25719,1996
Hollywood Pictures,USA,Adventure,White Squall,PG-13,129,6.6,18875,1996
"Jim Henson Company, The",USA,Action,Muppet Treasure Island,G,99,6.9,17264,1996
Chestnut Hill Productions,USA,Drama,Foxfire,R,102,6.2,7419,1996
Channel Four Films,France,Drama,Secrets & Lies,R,136,8,30816,1996
Columbia Pictures Corporation,USA,Drama,Lone Star,R,135,7.5,24495,1996
Interscope Communications,USA,Comedy,Kazaam,PG,93,2.8,20357,1996
Polygram Filmed Entertainment,UK,Drama,The Portrait of a Lady,PG-13,144,6.3,9274,1996
Paramount Pictures,USA,Crime,Eye for an Eye,R,101,6.1,10968,1996
Bad Bird Productions,USA,Action,The Crow: City of Angels,R,84,4.5,16707,1996
Universal Pictures,USA,Action,Bulletproof,R,84,5.8,31241,1996
Castle Rock Entertainment,USA,Drama,Ghosts of Mississippi,PG-13,130,6.7,8989,1996
Broadway Pictures,USA,Comedy,Black Sheep,PG-13,87,6.2,31582,1996
Chicago Pacific Entertainment,USA,Action,Chain Reaction,PG-13,107,5.6,42633,1996
